"STATION","NAME","DATE","DSND","EMSD","EMSN","SNOW","TAVG","TMAX","TMIN"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1977-08","0","0","0.0","0.0","67.1","75.0","59.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1977-09","0","0","0.0","0.0","62.5","69.5","55.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1977-10","0","0","0.0","0.0","49.4","56.5","42.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1977-11","8","5","7.5","13.1","43.7","49.4","38.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1977-12","15","26","8.8","51.0","28.3","34.6","21.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-01","31","21","10.0","62.5","19.8","26.6","13.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-02","28","14","2.6","12.6","14.5","22.7","6.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-03","16","7","1.2","3.6","27.9","35.8","20.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-04","0","0","0.1","0.1","41.8","51.5","32.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-05","0","0","0.0","0.0","55.9","64.5","47.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-06","0","0","0.0","0.0","65.2","75.3","55.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-07","0","0","0.0","0.0","69.5","78.6","60.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-08","0","0","0.0","0.0","71.1","80.9","61.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-09","0","0","0.0","0.0","62.3","71.6","52.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-10","0","0","0.0","0.0","49.2","57.1","41.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-11","1","1","1.2","1.8","40.6","47.8","33.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1978-12","13","4","1.8","10.6","30.9","37.3","24.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-01","30","10","5.1","33.5","19.5","25.3","13.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-02","26","18","10.6","27.8","14.0","20.9","7.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-03","4","7","0.8","2.2","36.5","45.8","27.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-04","0","0","0.4","0.7","42.2","50.1","34.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-05","0","0","0.0","0.0","53.9","63.1","44.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-06","0","0","0.0","0.0","63.5","73.2","53.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-07","0","0","0.0","0.0","67.6","75.8","59.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-08","0","0","0.0","0.0","69.4","77.8","61.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-09","0","0","0.0","0.0","64.3","73.5","55.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-10","0","0","0.1","0.1","53.6","60.2","47.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-11","2","20","17.4","22.2","43.7","51.2","36.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1979-12","5","17","1.7","4.8","34.5","40.0","29.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-01","18","3","1.8","9.3","26.5","31.8","21.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-02","24","7","3.4","12.2","20.9","26.7","15.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-03","6","2","1.7","6.7","31.0","38.4","23.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-04","0","0","0.0","0.0","43.3","51.5","35.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-05","0","0","0.0","0.0","55.7","65.7","45.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-06","0","0","0.0","0.0","61.3","71.1","51.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-07","0","0","0.0","0.0","69.6","78.7","60.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-08","0","0","0.0","0.0","72.2","79.2","65.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-09","0","0","0.0","0.0","63.7","73.0","54.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-10","0","0","0.0","0.0","48.1","54.8","41.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-11","4","2","1.7","4.9","38.9","45.1","32.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1980-12","16","6","5.1","21.0","27.5","34.6","20.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-01","31","13","9.5","27.8","19.6","26.1","13.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-02","14","16","12.2","22.5","30.2","39.1","21.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-03","7","2","2.9","13.1","33.1","40.9","25.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-04","0","0","0.0","0.0","47.4","57.0","37.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-05","0","0","0.0","0.0","53.8","63.2","44.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-06","0","0","0.0","0.0","66.0","74.6","57.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-07","0","0","0.0","0.0","72.0","80.9","63.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-08","0","0","0.0","0.0","70.6","78.7","62.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-09","0","0","0.0","0.0","61.9","69.0","54.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-10","0","0","0.0","0.0","49.7","58.1","41.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-11","0","0","0.3","0.4","41.6","49.5","33.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1981-12","15","5","4.8","17.2","31.4","36.1","26.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-01","25","12","5.7","27.2","19.2","26.8","11.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-02","22","5","2.5","9.1","23.4","30.5","16.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-03","8","3","1.8","7.3","34.4","43.1","25.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-04","4","7","5.9","10.2","42.5","52.3","32.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-05","0","0","0.0","0.0","60.8","71.0","50.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-06","0","0","0.0","0.0","61.3","69.4","53.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-07","0","0","0.0","0.0","70.9","80.0","61.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-08","0","0","0.0","0.0","66.2","75.1","57.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-09","0","0","0.0","0.0","62.5","70.7","54.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-10","0","0","0.0","0.0","54.2","63.1","45.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-11","5","5","3.7","9.3","44.8","51.5","38.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1982-12","7","1","2.9","8.9","40.3","47.9","32.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-01","10","2","1.3","6.6","30.5","36.5","24.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-02","13","4","4.7","9.2","31.5","39.3","23.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-03","5","2","2.5","5.6","38.5","46.1","30.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-04","1","1","1.0","1.6","45.2","53.3","37.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-05","0","0","0.0","0.0","54.9","64.5","45.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-06","0","0","0.0","0.0","67.0","77.4","56.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-07","0","0","0.0","0.0","72.9","81.8","64.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-08","0","0","0.0","0.0","72.4","80.4","64.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-09","0","0","0.0","0.0","65.7","75.3","56.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-10","0","0","0.0","0.0","54.4","62.6","46.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-11","0","0","0.6","1.4","45.1","51.8","38.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1983-12","18","18","13.1","41.1","25.8","31.5","20.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-01","31","11","4.2","18.7","21.6","28.5","14.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-02","12","19","12.0","27.2","35.5","42.7","28.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-03","22","20","2.9","21.7","28.5","35.9","21.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-04","0","0","0.0","0.0","47.0","55.8","38.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-05","0","0","0.0","0.0","53.7","62.1","45.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-06","0","0","0.0","0.0","68.6","77.9","59.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-07","0","0","0.0","0.0","69.6","78.5","60.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-08","0","0","0.0","0.0","72.0","80.1","63.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-09","0","0","0.0","0.0","61.8","70.5","53.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-10","0","0","0.0","0.0","56.4","63.9","48.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-11","0","0","3.9","4.7","42.4","49.2","35.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1984-12","8","9","6.3","16.7","37.3","45.1","29.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-01","24","28","12.7","57.2","21.7","27.3","16.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-02","24","15","4.5","18.9","25.9","33.3","18.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-03","1","2","2.0","3.5","37.4","46.2","28.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-04","1","1","1.9","5.2","51.4","61.2","41.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-05","0","0","0.0","0.0","59.7","69.5","50.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-06","0","0","0.0","0.0","63.4","71.5","55.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-07","0","0","0.0","0.0","70.2","78.4","62.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-08","0","0","0.0","0.0","70.7","79.0","62.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-09","0","0","0.0","0.0","66.9","75.6","58.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-10","0","0","0.0","0.0","54.6","62.9","46.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-11","2","2","1.5","1.9","46.3","52.4","40.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1985-12","22","25","8.0","60.0","27.2","32.8","21.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-01","23","16","12.9","30.6","27.5","34.3","20.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-02","21","7","5.5","23.0","27.0","33.3","20.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-03","6","4","3.1","4.3","38.7","48.5","28.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-04","0","0","2.8","5.4","48.2","57.6","38.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-05","0","0","0.0","0.0","59.5","68.2","50.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-06","0","0","0.0","0.0","65.2","74.0","56.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-07","0","0","0.0","0.0","71.9","79.5","64.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-08","0","0","0.0","0.0","69.2","77.9","60.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-09","0","0","0.0","0.0","64.9","72.7","57.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-10","0","0","0.0","0.0","53.6","60.7","46.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-11","3","3","2.3","4.6","40.0","46.3","33.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1986-12","6","4","3.9","8.0","32.9","37.5","28.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-01","18","14","10.2","31.4","28.0","33.5","22.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-02","19","7","6.6","10.1","27.3","34.4","20.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-03","3","3","8.7","11.6","37.5","46.6","28.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-04","5","9","2.2","2.6","48.2","56.1","40.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-05","0","0","0.0","0.0","60.5","70.2","50.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-06","0","0","0.0","0.0","69.2","77.9","60.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-07","0","0","0.0","0.0","74.6","81.4","67.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-08","0","0","0.0","0.0","70.0","77.4","62.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-09","0","0","0.0","0.0","64.5","71.3","57.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-10","0","0","0.0","0.0","48.2","56.0","40.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-11","0","0","0.0","0.0","45.1","52.0","38.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1987-12","15","5","5.1","24.3","35.7","40.3","31.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-01","16","10","9.9","30.9","27.2","34.1","20.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-02","20","14","7.7","31.2","25.8","33.9","17.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-03","9","7","6.9","16.8","36.2","45.3","27.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-04","0","0","0.2","0.4","46.0","54.5","37.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-05","0","0","0.0","0.0","58.2","68.0","48.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-06","0","0","0.0","0.0","65.5","75.5","55.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-07","0","0","0.0","0.0","74.4","83.9","65.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-08","0","0","0.0","0.0","72.9","81.7","64.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-09","0","0","0.0","0.0","63.0","71.7","54.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-10","0","0","1.8","1.8","48.1","54.3","42.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-11","0","0","0.4","0.5","44.6","51.2","37.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1988-12","13","10","8.2","28.2","32.4","38.4","26.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-01","9","5","4.2","10.3","33.4","40.8","26.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-02","14","7","4.2","21.5","24.8","30.5","19.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-03","4","2","7.2","10.5","35.5","44.6","26.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-04","3","5","1.3","3.5","43.1","51.4","34.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-05","0","0","0.4","0.4","56.2","63.7","48.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-06","0","0","0.0","0.0","66.4","74.2","58.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-07","0","0","0.0","0.0","71.9","80.2","63.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-08","0","0","0.0","0.0","69.4","78.0","60.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-09","0","0","0.0","0.0","63.2","71.3","55.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-10","0","0","0.0","0.0","54.7","63.2","46.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-11","6","8","5.5","19.6","41.2","48.3","34.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1989-12","30","39","14.2","66.9","21.7","27.2","16.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-01","11","7","4.2","13.7","35.9","42.2","29.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-02","9","5","4.5","8.3","33.3","41.1","25.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-03","2","1","1.0","2.3","40.4","48.4","32.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-04","0","0","1.8","4.1","49.4","57.5","41.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-05","0","0","0.0","0.0","55.2","63.6","46.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-06","0","0","0.0","0.0","67.0","75.4","58.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-07","0","0","0.0","0.0","70.9","78.9","62.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-08","0","0","0.0","0.0","69.9","77.5","62.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-09","0","0","0.0","0.0","63.4","70.9","55.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-10","0","0","0.0","0.0","54.7","63.3","46.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-11","0","0","1.3","2.0","46.0","54.0","38.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1990-12","8","5","5.7","15.4","36.7","43.9","29.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-01","17","6","4.7","24.3","28.1","33.9","22.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-02","9","8","5.8","15.4","32.7","38.9","26.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-03","2","2","1.8","2.1","39.0","47.7","30.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-04","0","0","0.3","0.4","51.5","58.8","44.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-05","0","0","0.0","0.0","64.8","73.9","55.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-06","0","0","0.0","0.0","70.3","79.6","60.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-07","0","0","0.0","0.0","73.1","82.3","64.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-08","0","0","0.0","0.0","72.6","81.0","64.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-09","0","0","0.0","0.0","63.8","72.9","54.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-10","0","0","0.0","0.0","55.8","64.4","47.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-11","6","9","9.8","13.7","41.3","47.9","34.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1991-12","12","13","14.3","30.1","34.6","41.3","27.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-01","14","13","8.9","32.6","30.4","36.1","24.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-02","7","2","2.1","8.0","30.4","37.4","23.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-03","8","5","5.3","12.8","34.6","42.0","27.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-04","2","2","3.6","7.7","46.6","55.1","38.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-05","0","0","0.0","0.0","57.5","67.3","47.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-06","0","0","0.0","0.0","63.9","72.3","55.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-07","0","0","0.0","0.0","69.4","75.8","62.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-08","0","0","0.0","0.0","67.8","75.5","60.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-09","0","0","0.0","0.0","64.0","72.1","55.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-10","0","0","0.0","0.0","51.1","58.3","43.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-11","6","14","9.2","23.0","42.4","47.8","36.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1992-12","10","6","6.1","15.6","34.7","40.1","29.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-01","15","5","3.6","10.0","32.0","38.1","25.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-02","18","17","9.1","31.7","24.1","31.6","16.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-03","22","17","10.8","27.3","31.7","38.4","25.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-04","0","0","0.6","0.9","48.0","57.1","39.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-05","0","0","0.0","0.0","57.8","67.8","47.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-06","0","0","0.0","0.0","68.4","76.5","60.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-07","0","0","0.0","0.0","75.4","83.2","67.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-08","0","0","0.0","0.0","73.4","81.9","64.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-09","0","0","0.0","0.0","61.2","68.4","53.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-10","0","0","0.3","0.3","51.1","60.0","42.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-11","2","2","1.4","3.5","41.7","48.2","35.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1993-12","11","11","6.7","25.7","30.5","36.1","24.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-01","31","22","7.2","46.9","18.4","25.3","11.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-02","24","12","8.3","27.8","24.2","32.2","16.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-03","16","10","5.9","22.2","33.2","40.4","25.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-04","2","3","2.4","4.9","49.1","59.1","39.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-05","0","0","0.0","0.0","54.2","63.4","44.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-06","0","0","0.0","0.0","68.4","77.5","59.4"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-07","0","0","0.0","0.0","73.3","81.0","65.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-08","0","0","0.0","0.0","69.1","76.6","61.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-09","0","0","0.0","0.0","63.4","71.0","55.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-10","0","0","0.0","0.0","53.7","61.2","46.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-11","0","0","1.1","1.1","48.0","55.0","41.1"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1994-12","0","0","1.0","1.0","36.8","42.8","30.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-01","20","9","9.4","27.1","31.4","37.1","25.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-02","20","5","2.4","15.3","24.3","31.8","16.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-03","4","4","5.0","5.2","37.8","46.3","29.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-04","1","1","1.8","4.1","43.0","51.9","34.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-05","0","0","0.0","0.0","57.4","65.9","49.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-06","0","0","0.0","0.0","70.1","78.7","61.5"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-07","0","0","0.0","0.0","73.6","81.5","65.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-08","0","0","0.0","0.0","74.7","82.7","66.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-09","0","0","0.0","0.0","62.1","70.6","53.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-10","0","0","0.0","0.0","55.7","63.7","47.8"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-11","4","1","7.4","20.4","38.1","43.9","32.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1995-12","18","13","8.2","39.6","27.6","32.1","23.0"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-01","21","15","7.2","23.3","24.6","32.4","16.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-02","14","5","2.8","11.8","25.9","33.6","18.3"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-03","14","12","8.4","31.9","29.9","38.0","21.9"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-04",,,,,"44.3","53.4","35.2"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-05",,,,,"55.8","63.8","47.7"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-06",,,,,"68.3","75.8","60.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-07",,,,,"69.2","76.9","61.6"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","1996-08",,,,,"70.6","79.1","62.1"
