StationCode,ObDate,Snowfall,Snowdepth,TempMax,TempMin
USC00364214,1978-12-11,0,1,29,8
USC00364214,1978-12-17,0.5,1,42,30
USC00364214,1978-12-18,0.5,1,36,26
USC00364214,1978-12-25,3,2,39,25
USC00364214,1978-12-26,0.40000000000000002,2,35,17
USC00364214,1978-12-27,0.59999999999999998,2,30,11
USC00364214,1978-12-28,0,2,28,9
USC00364214,1978-12-29,0,2,36,7
USC00364214,1978-12-30,0,2,40,21
USC00364214,1978-12-31,0,1,45,34
USC00364214,1979-01-03,1,1,23,-3
USC00364214,1979-01-04,0.20000000000000001,1,21,3
USC00364214,1979-01-05,0.10000000000000001,1,21,9
USC00364214,1979-01-06,2.5,4,27,11
USC00364214,1979-01-07,1,3,35,21
USC00364214,1979-01-08,0.80000000000000004,4,33,14
USC00364214,1979-01-09,0.80000000000000004,4,16,-1
USC00364214,1979-01-10,1.5,5,20,11
USC00364214,1979-01-11,0,5,22,-5
USC00364214,1979-01-12,1,6,25,6
USC00364214,1979-01-13,0,5,40,21
USC00364214,1979-01-14,0,2,44,24
USC00364214,1979-01-15,1,2,24,3
USC00364214,1979-01-16,0,1,29,13
USC00364214,1979-01-17,0,1,41,13
USC00364214,1979-01-18,1.1000000000000001,1,36,16
USC00364214,1979-01-19,0,1,26,2
USC00364214,1979-01-21,1,1,35,27
USC00364214,1979-01-22,0.5,1,29,25
USC00364214,1979-01-23,1.5,3,38,15
USC00364214,1979-01-24,0,1,42,27
USC00364214,1979-01-25,2,2,36,18
USC00364214,1979-01-26,2,3,26,21
USC00364214,1979-01-27,0.5,3,30,22
USC00364214,1979-01-28,0,3,34,26
USC00364214,1979-01-29,1,4,33,27
USC00364214,1979-01-30,0,4,29,22
USC00364214,1979-01-31,1.7,5,27,20
USC00364214,1979-02-01,2.5,7,24,14
USC00364214,1979-02-02,0,7,24,11
USC00364214,1979-02-03,0,7,28,-6
USC00364214,1979-02-04,0.80000000000000004,7,30,15
USC00364214,1979-02-05,0,7,16,0
USC00364214,1979-02-06,0,7,23,-9
USC00364214,1979-02-07,0,7,28,10
USC00364214,1979-02-08,6,12,25,11
USC00364214,1979-02-09,0,12,12,-5
USC00364214,1979-02-10,0,12,11,-14
USC00364214,1979-02-11,0,12,16,-20
USC00364214,1979-02-12,0.5,12,22,-6
USC00364214,1979-02-13,4.7999999999999998,16,16,-18
USC00364214,1979-02-14,0.40000000000000002,16,20,-15
USC00364214,1979-02-15,0.20000000000000001,16,29,14
USC00364214,1979-02-16,0,15,29,10
USC00364214,1979-02-17,0,15,14,-18
USC00364214,1979-02-18,0,15,13,-12
USC00364214,1979-02-19,10,25,27,9
USC00364214,1979-02-20,0,25,43,-4
USC00364214,1979-02-21,0,20,47,21
USC00364214,1979-02-22,0,10,47,33
USC00364214,1979-02-23,0,5,44,32
USC00364214,1979-02-24,0,2,43,34
USC00364214,1979-02-25,0,1,41,35
USC00364214,1979-02-27,2.5,3,35,24
USC00364214,1979-02-28,0,2,47,19
USC00364214,1979-03-15,1,1,35,6
